lakendra.danielson,Success,4624,NFMC.saturn.com,,,,,2016-05-25T13:00:39-05:00
lakendra.danielson,Success,4634,NFMC.saturn.com,,,,,2016-05-25T13:00:43-05:00
lakendra.danielson,Success,4647,NFMC.saturn.com,,,,,2016-05-25T13:00:45-05:00
malorie.quick,Success,4634,VPM-CFDB01.saturn.int,,,,,2016-05-25T13:00:51-05:00
kaley.vanguilder,Success,4656,NFMC.saturn.com,File,Network Shares/Digital,,,2016-05-25T13:00:52-05:00
carina.prestidge,Success,4634,SOLEIL.saturn.com,,,,,2016-05-25T13:00:58-05:00
malorie.quick,Success,4768,VPM-CFDB01.saturn.int,,,,,2016-05-25T13:00:59-05:00
britany.forrest,Success,4647,CINCO-SSRV00.saturn.ext,,,,,2016-05-25T13:01:02-05:00
albertine.lloyd,Success,4647,NFMC.saturn.com,,,,,2016-05-25T13:01:03-05:00
aja.fullen,Success,4768,SOLEIL.saturn.com,,,,,2016-05-25T13:01:04-05:00
latosha.westfield,Success,4768,VPM-CFDB01.saturn.int,,,,,2016-05-25T13:01:12-05:00
bettina.tooker,Failure,4625,OTTAWADC.saturn.com,,,,,2016-05-25T13:01:13-05:00
shamika.traxler,Success,4647,VPM-CFDB01.saturn.int,,,,,2016-05-25T13:01:15-05:00
latosha.westfield,Success,4647,VPM-CFDB01.saturn.int,,,,,2016-05-25T13:01:15-05:00
britany.forrest,Success,4647,SOLEIL.saturn.com,,,,,2016-05-25T13:01:19-05:00
cassy.behler,Success,4769,MDM-WSRV01.saturn-dev.qa,,,,,2016-05-25T13:01:22-05:00
carina.prestidge,Success,4634,SOLEIL.saturn.com,,,,,2016-05-25T13:01:23-05:00
shamika.traxler,Success,4634,NFMC.saturn.com,,,,,2016-05-25T13:01:24-05:00
cassy.behler,Success,4624,VPM-CFDB01.saturn.int,,,,,2016-05-25T13:01:25-05:00
love.prill,Success,4647,OTTAWADC.saturn.com,,,,,2016-05-25T13:01:26-05:00
latosha.westfield,Success,4647,VPM-CFDB01.saturn.int,,,,,2016-05-25T13:01:28-05:00
cassy.behler,Success,4634,MDM-WSRV01.saturn-dev.qa,,,,,2016-05-25T13:01:32-05:00
love.prill,Failure,4773,CINCO-SSRV00.saturn.ext,,,,,2016-05-25T13:01:34-05:00
bettina.tooker,Success,4768,OTTAWADC.saturn.com,,,,,2016-05-25T13:01:36-05:00
love.prill,Success,4624,OTTAWADC.saturn.com,,,,,2016-05-25T13:01:42-05:00
bettina.tooker,Success,4624,OTTAWADC.saturn.com,,,,,2016-05-25T13:01:46-05:00
britany.forrest,Success,4624,SOLEIL.saturn.com,,,,,2016-05-25T13:01:48-05:00
shamika.traxler,Success,4634,VPM-CFDB01.saturn.int,,,,,2016-05-25T13:01:50-05:00
anitra.whitesides,Success,4769,SOLEIL.saturn.com,,,,,2016-05-25T13:01:52-05:00
anitra.whitesides,Success,4634,SOLEIL.saturn.com,,,,,2016-05-25T13:01:52-05:00
latosha.westfield,Failure,4625,VPM-CFDB01.saturn.int,,,,,2016-05-25T13:01:56-05:00
love.prill,Success,4624,CINCO-SSRV00.saturn.ext,,,,,2016-05-25T13:01:56-05:00
cassy.behler,Success,4634,SOLEIL.saturn.com,,,,,2016-05-25T13:01:58-05:00
savannah.brochu,Success,4647,SOLEIL.saturn.com,,,,,2016-05-25T13:02:02-05:00
moon.harnois,Success,4647,OTTAWADC.saturn.com,,,,,2016-05-25T13:02:10-05:00
britany.forrest,Success,4624,SOLEIL.saturn.com,,,,,2016-05-25T13:02:11-05:00
britany.forrest,Success,4660,SOLEIL.saturn.com,,,,,2016-05-25T13:02:12-05:00
esteban.rademacher,Success,4769,MDM-WSRV01.saturn-dev.qa,,,,,2016-05-25T13:02:12-05:00
savannah.brochu,Success,4634,NFMC.saturn.com,,,,,2016-05-25T13:02:18-05:00
katharine.buser,Success,4647,OTTAWADC.saturn.com,,,,,2016-05-25T13:02:26-05:00
milagro.fermin,Success,4634,NFMC.saturn.com,,,,,2016-05-25T13:02:28-05:00
esteban.rademacher,Success,4659,MDM-WSRV01.saturn-dev.qa,,,,,2016-05-25T13:02:30-05:00
malorie.quick,Success,4624,VPM-CFDB01.saturn.int,,,,,2016-05-25T13:02:37-05:00
malorie.quick,Success,4770,VPM-CFDB01.saturn.int,,,,,2016-05-25T13:02:43-05:00
oscar.chittum,Success,4647,NFMC.saturn.com,,,,,2016-05-25T13:02:43-05:00
katharine.buser,Success,4634,NFMC.saturn.com,,,,,2016-05-25T13:02:44-05:00
tanisha.fecteau,Success,4624,CINCO-SSRV00.saturn.ext,,,,,2016-05-25T13:02:49-05:00
moon.harnois,Success,4769,OTTAWADC.saturn.com,,,,,2016-05-25T13:02:53-05:00
georgia.lubinsky,Success,4634,VPM-CFDB01.saturn.int,,,,,2016-05-25T13:03:02-05:00
georgia.lubinsky,Success,4634,SOLEIL.saturn.com,,,,,2016-05-25T13:03:03-05:00
cari.vigna,Success,4647,NFMC.saturn.com,,,,,2016-05-25T13:03:03-05:00
milagro.fermin,Failure,4777,NFMC.saturn.com,,,,,2016-05-25T13:03:04-05:00
alverta.gabriele,Success,4634,SOLEIL.saturn.com,,,,,2016-05-25T13:03:04-05:00
savannah.brochu,Success,4624,SOLEIL.saturn.com,,,,,2016-05-25T13:03:05-05:00
cari.vigna,Success,4647,OTTAWADC.saturn.com,,,,,2016-05-25T13:03:07-05:00
britany.forrest,Success,4634,CINCO-SSRV00.saturn.ext,,,,,2016-05-25T13:03:11-05:00
arturo.thronson,Success,4634,CINCO-SSRV00.saturn.ext,,,,,2016-05-25T13:03:14-05:00
alverta.gabriele,Success,4647,SOLEIL.saturn.com,,,,,2016-05-25T13:03:18-05:00
vilma.ramirez,Success,5145,OTTAWADC.saturn.com,File,Network Shares/SDK,,,2016-05-25T13:03:21-05:00
alverta.gabriele,Failure,4625,SOLEIL.saturn.com,,,,,2016-05-25T13:03:24-05:00
alverta.gabriele,Success,4624,SOLEIL.saturn.com,,,,,2016-05-25T13:03:24-05:00
savannah.brochu,Success,4660,NFMC.saturn.com,,,,,2016-05-25T13:03:36-05:00
savannah.brochu,Success,4663,SOLEIL.saturn.com,File,Network Shares/Reference,,,2016-05-25T13:03:38-05:00
vilma.ramirez,Success,4634,OTTAWADC.saturn.com,,,,,2016-05-25T13:03:40-05:00
savannah.brochu,Failure,4771,SOLEIL.saturn.com,,,,,2016-05-25T13:03:46-05:00
cari.vigna,Success,4663,NFMC.saturn.com,File,Network Shares/Templates,,,2016-05-25T13:03:50-05:00
cari.vigna,Success,4634,NFMC.saturn.com,,,,,2016-05-25T13:03:54-05:00
jeffry.look,Success,4634,VPM-CFDB01.saturn.int,,,,,2016-05-25T13:04:00-05:00
eboni.folkes,Success,4624,VPM-CFDB01.saturn.int,,,,,2016-05-25T13:04:18-05:00
eboni.folkes,Success,4663,VPM-CFDB01.saturn.int,File,Network Shares/Digital,,,2016-05-25T13:04:21-05:00
francisco.shenkel,Success,4769,SOLEIL.saturn.com,,,,,2016-05-25T13:04:21-05:00
lucie.janco,Success,4634,CINCO-SSRV00.saturn.ext,,,,,2016-05-25T13:04:24-05:00
francisco.shenkel,Failure,4773,SOLEIL.saturn.com,,,,,2016-05-25T13:04:25-05:00
lucie.janco,Success,4624,CINCO-SSRV00.saturn.ext,,,,,2016-05-25T13:04:31-05:00
jeffry.look,Success,4690,VPM-CFDB01.saturn.int,,,,,2016-05-25T13:04:32-05:00
lucie.janco,Success,4647,CINCO-SSRV00.saturn.ext,,,,,2016-05-25T13:04:35-05:00
latosha.westfield,Success,4647,VPM-CFDB01.saturn.int,,,,,2016-05-25T13:04:35-05:00
rhoda.guilbert,Success,5140,NFMC.saturn.com,,,,,2016-05-25T13:04:35-05:00
francisco.shenkel,Success,4624,SOLEIL.saturn.com,,,,,2016-05-25T13:04:37-05:00
lucie.janco,Success,4768,CINCO-SSRV00.saturn.ext,,,,,2016-05-25T13:04:39-05:00
rhoda.guilbert,Success,4776,NFMC.saturn.com,,,,,2016-05-25T13:04:39-05:00
jayme.eberly,Success,4647,MDM-WSRV01.saturn-dev.qa,,,,,2016-05-25T13:04:39-05:00
eboni.folkes,Failure,4771,VPM-CFDB01.saturn.int,,,,,2016-05-25T13:04:44-05:00
rhoda.guilbert,Success,4768,NFMC.saturn.com,,,,,2016-05-25T13:04:49-05:00
eboni.folkes,Success,4624,VPM-CFDB01.saturn.int,,,,,2016-05-25T13:04:53-05:00
francisco.shenkel,Success,4647,SOLEIL.saturn.com,,,,,2016-05-25T13:04:59-05:00
marilynn.stickler,Success,4634,VPM-CFDB01.saturn.int,,,,,2016-05-25T13:05:01-05:00
aja.fullen,Success,4634,SOLEIL.saturn.com,,,,,2016-05-25T13:05:02-05:00
bennett.merry,Success,4634,SOLEIL.saturn.com,,,,,2016-05-25T13:05:04-05:00
tameika.trammel,Success,4647,VPM-CFDB01.saturn.int,,,,,2016-05-25T13:05:21-05:00
krystin.paulding,Success,4664,VPM-CFDB01.saturn.int,File,Network Shares/Roadmaps,,,2016-05-25T13:05:28-05:00
anitra.whitesides,Success,4624,SOLEIL.saturn.com,,,,,2016-05-25T13:05:33-05:00
francisco.shenkel,Success,4624,SOLEIL.saturn.com,,,,,2016-05-25T13:05:41-05:00
jayme.eberly,Success,4634,MDM-WSRV01.saturn-dev.qa,,,,,2016-05-25T13:05:42-05:00
tameika.trammel,Success,4624,VPM-CFDB01.saturn.int,,,,,2016-05-25T13:05:46-05:00
alta.rolston,Success,4624,OTTAWADC.saturn.com,,,,,2016-05-25T13:05:47-05:00
jayme.eberly,Success,4647,MDM-WSRV01.saturn-dev.qa,,,,,2016-05-25T13:05:49-05:00
tameika.trammel,Failure,4773,VPM-CFDB01.saturn.int,,,,,2016-05-25T13:05:54-05:00
alta.rolston,Success,4634,NFMC.saturn.com,,,,,2016-05-25T13:05:55-05:00
bennett.merry,Success,4624,OTTAWADC.saturn.com,,,,,2016-05-25T13:05:58-05:00
krystin.paulding,Success,4634,VPM-CFDB01.saturn.int,,,,,2016-05-25T13:06:00-05:00
bernardina.apel,Success,4647,SOLEIL.saturn.com,,,,,2016-05-25T13:06:00-05:00
krystin.paulding,Success,4634,VPM-CFDB01.saturn.int,,,,,2016-05-25T13:06:05-05:00
krystin.paulding,Success,4647,VPM-CFDB01.saturn.int,,,,,2016-05-25T13:06:07-05:00
bernardina.apel,Success,4634,OTTAWADC.saturn.com,,,,,2016-05-25T13:06:15-05:00
norma.gangemi,Success,4634,NFMC.saturn.com,,,,,2016-05-25T13:06:19-05:00
norma.gangemi,Success,4624,OTTAWADC.saturn.com,,,,,2016-05-25T13:06:23-05:00
bernardina.apel,Failure,4625,NFMC.saturn.com,,,,,2016-05-25T13:06:24-05:00
bernardina.apel,Success,4664,OTTAWADC.saturn.com,File,Network Shares/HR-Policies,,,2016-05-25T13:06:29-05:00
bernardina.apel,Success,4624,SOLEIL.saturn.com,,,,,2016-05-25T13:06:31-05:00
annie.heron,Failure,4773,MDM-WSRV01.saturn-dev.qa,,,,,2016-05-25T13:06:38-05:00
krystin.paulding,Success,4647,VPM-CFDB01.saturn.int,,,,,2016-05-25T13:06:41-05:00
bernardina.apel,Success,4634,OTTAWADC.saturn.com,,,,,2016-05-25T13:06:45-05:00
melony.marenco,Success,4634,NFMC.saturn.com,,,,,2016-05-25T13:07:02-05:00
alta.rolston,Success,4624,NFMC.saturn.com,,,,,2016-05-25T13:07:04-05:00
melony.marenco,Success,4647,OTTAWADC.saturn.com,,,,,2016-05-25T13:07:04-05:00
debra.cottingham,Success,4660,VPM-CFDB01.saturn.int,,,,,2016-05-25T13:07:07-05:00
kimber.spada,Success,4769,CINCO-SSRV00.saturn.ext,,,,,2016-05-25T13:07:10-05:00
melony.marenco,Success,5145,OTTAWADC.saturn.com,File,Network Shares/Demos,,,2016-05-25T13:07:10-05:00
cassy.behler,Success,5140,VPM-CFDB01.saturn.int,,,,,2016-05-25T13:07:11-05:00
debra.cottingham,Success,4647,VPM-CFDB01.saturn.int,,,,,2016-05-25T13:07:12-05:00
debbi.melder,Success,4659,SOLEIL.saturn.com,,,,,2016-05-25T13:07:13-05:00
melony.marenco,Failure,4772,NFMC.saturn.com,,,,,2016-05-25T13:07:15-05:00
debbi.melder,Failure,4777,SOLEIL.saturn.com,,,,,2016-05-25T13:07:16-05:00
kimber.spada,Success,4634,CINCO-SSRV00.saturn.ext,,,,,2016-05-25T13:07:17-05:00
bert.cada,Success,4647,VPM-CFDB01.saturn.int,,,,,2016-05-25T13:07:17-05:00
melony.marenco,Success,4647,OTTAWADC.saturn.com,,,,,2016-05-25T13:07:17-05:00
melony.marenco,Success,4624,CINCO-SSRV00.saturn.ext,,,,,2016-05-25T13:07:18-05:00
kimber.spada,Success,4647,CINCO-SSRV00.saturn.ext,,,,,2016-05-25T13:07:21-05:00
hannelore.coombs,Failure,4771,OTTAWADC.saturn.com,,,,,2016-05-25T13:07:22-05:00
melony.marenco,Success,4647,SOLEIL.saturn.com,,,,,2016-05-25T13:07:23-05:00
debra.cottingham,Success,4634,VPM-CFDB01.saturn.int,,,,,2016-05-25T13:07:24-05:00
melony.marenco,Success,4634,OTTAWADC.saturn.com,,,,,2016-05-25T13:07:25-05:00
alta.rolston,Success,4634,NFMC.saturn.com,,,,,2016-05-25T13:07:26-05:00
debra.cottingham,Success,4624,VPM-CFDB01.saturn.int,,,,,2016-05-25T13:07:26-05:00
kimber.spada,Success,4690,CINCO-SSRV00.saturn.ext,,,,,2016-05-25T13:07:29-05:00
marcelina.winningham,Success,4769,MDM-WSRV01.saturn-dev.qa,,,,,2016-05-25T13:07:29-05:00
hannelore.coombs,Success,4634,OTTAWADC.saturn.com,,,,,2016-05-25T13:07:29-05:00
kimber.spada,Success,4624,CINCO-SSRV00.saturn.ext,,,,,2016-05-25T13:07:30-05:00
rhoda.guilbert,Success,4624,NFMC.saturn.com,,,,,2016-05-25T13:07:30-05:00
melony.marenco,Success,4660,OTTAWADC.saturn.com,,,,,2016-05-25T13:07:32-05:00
kayleigh.stucky,Success,4624,VPM-CFDB01.saturn.int,,,,,2016-05-25T13:07:35-05:00
kimber.spada,Success,4634,CINCO-SSRV00.saturn.ext,,,,,2016-05-25T13:07:35-05:00
kimber.spada,Success,4647,CINCO-SSRV00.saturn.ext,,,,,2016-05-25T13:07:35-05:00
britany.forrest,Success,4624,CINCO-SSRV00.saturn.ext,,,,,2016-05-25T13:07:35-05:00
debbi.melder,Success,4624,SOLEIL.saturn.com,,,,,2016-05-25T13:07:35-05:00
kimber.spada,Success,4776,CINCO-SSRV00.saturn.ext,,,,,2016-05-25T13:07:37-05:00
connie.coletta,Success,4634,NFMC.saturn.com,,,,,2016-05-25T13:07:41-05:00
hannelore.coombs,Success,4634,OTTAWADC.saturn.com,,,,,2016-05-25T13:07:41-05:00
kayleigh.stucky,Success,4624,VPM-CFDB01.saturn.int,,,,,2016-05-25T13:07:45-05:00
kimber.spada,Success,4634,CINCO-SSRV00.saturn.ext,,,,,2016-05-25T13:07:46-05:00
connie.coletta,Success,4776,NFMC.saturn.com,,,,,2016-05-25T13:07:47-05:00
hannelore.coombs,Success,4647,OTTAWADC.saturn.com,,,,,2016-05-25T13:07:47-05:00
melony.marenco,Success,4690,OTTAWADC.saturn.com,,,,,2016-05-25T13:07:48-05:00
debbi.melder,Success,4647,SOLEIL.saturn.com,,,,,2016-05-25T13:07:53-05:00
melony.marenco,Success,4770,SOLEIL.saturn.com,,,,,2016-05-25T13:07:54-05:00
kimber.spada,Success,4769,CINCO-SSRV00.saturn.ext,,,,,2016-05-25T13:07:56-05:00
melony.marenco,Success,4634,NFMC.saturn.com,,,,,2016-05-25T13:07:56-05:00
britany.forrest,Failure,4773,CINCO-SSRV00.saturn.ext,,,,,2016-05-25T13:07:57-05:00
debbi.melder,Success,4634,CINCO-SSRV00.saturn.ext,,,,,2016-05-25T13:07:59-05:00
tanisha.fecteau,Success,4647,NFMC.saturn.com,,,,,2016-05-25T13:08:09-05:00
mari.miland,Success,4648,NFMC.saturn.com,,,,,2016-05-25T13:08:29-05:00
tanisha.fecteau,Success,4647,CINCO-SSRV00.saturn.ext,,,,,2016-05-25T13:08:35-05:00
katy.arnold,Success,4634,CINCO-SSRV00.saturn.ext,,,,,2016-05-25T13:08:38-05:00
katy.arnold,Success,4624,CINCO-SSRV00.saturn.ext,,,,,2016-05-25T13:08:40-05:00
katy.arnold,Success,4660,CINCO-SSRV00.saturn.ext,,,,,2016-05-25T13:08:43-05:00
tanisha.fecteau,Success,4664,CINCO-SSRV00.saturn.ext,File,Network Shares/Templates,,,2016-05-25T13:08:44-05:00
katy.arnold,Success,4624,CINCO-SSRV00.saturn.ext,,,,,2016-05-25T13:08:45-05:00
alta.rolston,Failure,4625,NFMC.saturn.com,,,,,2016-05-25T13:09:01-05:00
angle.bingaman,Success,4624,OTTAWADC.saturn.com,,,,,2016-05-25T13:09:06-05:00
angle.bingaman,Success,4634,MDM-WSRV01.saturn-dev.qa,,,,,2016-05-25T13:09:12-05:00
angle.bingaman,Success,4647,VPM-CFDB01.saturn.int,,,,,2016-05-25T13:09:21-05:00
angle.bingaman,Success,4647,VPM-CFDB01.saturn.int,,,,,2016-05-25T13:09:26-05:00
angle.bingaman,Success,5145,MDM-WSRV01.saturn-dev.qa,File,Network Shares/Demos,,,2016-05-25T13:09:26-05:00
tanisha.fecteau,Success,4624,CINCO-SSRV00.saturn.ext,,,,,2016-05-25T13:09:28-05:00
angle.bingaman,Success,4647,VPM-CFDB01.saturn.int,,,,,2016-05-25T13:09:29-05:00
tanisha.fecteau,Success,4634,CINCO-SSRV00.saturn.ext,,,,,2016-05-25T13:09:31-05:00
tanisha.fecteau,Success,4663,CINCO-SSRV00.saturn.ext,File,Network Shares/Templates,,,2016-05-25T13:09:31-05:00
tamisha.trinh,Success,4624,CINCO-SSRV00.saturn.ext,,,,,2016-05-25T13:09:37-05:00
angle.bingaman,Failure,4772,VPM-CFDB01.saturn.int,,,,,2016-05-25T13:09:43-05:00
alta.rolston,Success,4769,NFMC.saturn.com,,,,,2016-05-25T13:09:44-05:00
tameika.trammel,Success,4624,VPM-CFDB01.saturn.int,,,,,2016-05-25T13:09:49-05:00
angle.bingaman,Success,4634,MDM-WSRV01.saturn-dev.qa,,,,,2016-05-25T13:09:51-05:00
angle.bingaman,Success,4634,VPM-CFDB01.saturn.int,,,,,2016-05-25T13:09:52-05:00
francisco.shenkel,Success,4634,SOLEIL.saturn.com,,,,,2016-05-25T13:10:13-05:00
alta.rolston,Success,4624,NFMC.saturn.com,,,,,2016-05-25T13:10:22-05:00
cari.vigna,Success,4624,NFMC.saturn.com,,,,,2016-05-25T13:10:22-05:00
esteban.rademacher,Success,4648,MDM-WSRV01.saturn-dev.qa,,,,,2016-05-25T13:10:22-05:00
lucie.janco,Failure,4771,CINCO-SSRV00.saturn.ext,,,,,2016-05-25T13:10:27-05:00
cari.vigna,Success,4624,NFMC.saturn.com,,,,,2016-05-25T13:10:39-05:00
connie.coletta,Success,4690,NFMC.saturn.com,,,,,2016-05-25T13:10:44-05:00
connie.coletta,Success,4664,NFMC.saturn.com,File,Network Shares/Corporate,,,2016-05-25T13:10:44-05:00
freddie.valencia,Success,4634,NFMC.saturn.com,,,,,2016-05-25T13:10:47-05:00
jayme.eberly,Success,4634,MDM-WSRV01.saturn-dev.qa,,,,,2016-05-25T13:10:51-05:00
alta.rolston,Success,4659,OTTAWADC.saturn.com,,,,,2016-05-25T13:10:56-05:00
freddie.valencia,Success,4624,NFMC.saturn.com,,,,,2016-05-25T13:10:59-05:00
ozell.cruzado,Success,4647,SOLEIL.saturn.com,,,,,2016-05-25T13:11:00-05:00
jacquelyn.higdon,Success,4769,NFMC.saturn.com,,,,,2016-05-25T13:11:01-05:00
evon.siegfried,Success,4647,MDM-WSRV01.saturn-dev.qa,,,,,2016-05-25T13:11:06-05:00
marcelina.winningham,Success,4647,MDM-WSRV01.saturn-dev.qa,,,,,2016-05-25T13:11:08-05:00
evon.siegfried,Success,4624,MDM-WSRV01.saturn-dev.qa,,,,,2016-05-25T13:11:17-05:00
evon.siegfried,Success,4624,MDM-WSRV01.saturn-dev.qa,,,,,2016-05-25T13:11:19-05:00
jacquelyn.higdon,Success,4624,VPM-CFDB01.saturn.int,,,,,2016-05-25T13:11:24-05:00
gwen.hoerner,Success,4647,SOLEIL.saturn.com,,,,,2016-05-25T13:11:29-05:00
yukiko.parr,Failure,4772,NFMC.saturn.com,,,,,2016-05-25T13:11:32-05:00
yukiko.parr,Success,4624,SOLEIL.saturn.com,,,,,2016-05-25T13:11:36-05:00
emmett.ferry,Success,4634,MDM-WSRV01.saturn-dev.qa,,,,,2016-05-25T13:11:44-05:00
evon.siegfried,Success,4769,VPM-CFDB01.saturn.int,,,,,2016-05-25T13:11:54-05:00
katharine.buser,Failure,4625,NFMC.saturn.com,,,,,2016-05-25T13:12:06-05:00
eusebio.ivie,Success,4768,VPM-CFDB01.saturn.int,,,,,2016-05-25T13:12:08-05:00
beatris.fine,Success,4770,SOLEIL.saturn.com,,,,,2016-05-25T13:12:10-05:00
eboni.folkes,Success,4634,VPM-CFDB01.saturn.int,,,,,2016-05-25T13:12:12-05:00
marcelina.winningham,Success,4634,MDM-WSRV01.saturn-dev.qa,,,,,2016-05-25T13:12:14-05:00
marcelina.winningham,Success,4647,MDM-WSRV01.saturn-dev.qa,,,,,2016-05-25T13:12:15-05:00
karmen.swearingen,Success,4624,OTTAWADC.saturn.com,,,,,2016-05-25T13:12:15-05:00
eusebio.ivie,Success,4656,SOLEIL.saturn.com,File,Network Shares/Platform,,,2016-05-25T13:12:31-05:00
eusebio.ivie,Success,4770,VPM-CFDB01.saturn.int,,,,,2016-05-25T13:12:47-05:00
miles.lenoir,Success,4624,CINCO-SSRV00.saturn.ext,,,,,2016-05-25T13:12:49-05:00
katharine.buser,Success,4624,OTTAWADC.saturn.com,,,,,2016-05-25T13:12:52-05:00
karmen.swearingen,Success,4647,OTTAWADC.saturn.com,,,,,2016-05-25T13:12:53-05:00
particia.zeng,Success,4648,MDM-WSRV01.saturn-dev.qa,,,,,2016-05-25T13:12:56-05:00
melynda.didonato,Success,4624,NFMC.saturn.com,,,,,2016-05-25T13:13:01-05:00
melynda.didonato,Success,5140,NFMC.saturn.com,,,,,2016-05-25T13:13:08-05:00
marcelina.winningham,Success,4769,MDM-WSRV01.saturn-dev.qa,,,,,2016-05-25T13:13:16-05:00
alverta.gabriele,Success,4634,SOLEIL.saturn.com,,,,,2016-05-25T13:13:20-05:00
kimberely.buitron,Success,4634,OTTAWADC.saturn.com,,,,,2016-05-25T13:13:21-05:00
anitra.whitesides,Success,4634,SOLEIL.saturn.com,,,,,2016-05-25T13:13:22-05:00
melynda.didonato,Success,6278,OTTAWADC.saturn.com,,,23.16.1.81,Canada,2016-05-25T13:13:30-05:00
melynda.didonato,Success,4647,OTTAWADC.saturn.com,,,,,2016-05-25T13:13:45-05:00
kimberely.buitron,Success,4647,OTTAWADC.saturn.com,,,,,2016-05-25T13:13:47-05:00
kimberely.buitron,Success,4768,OTTAWADC.saturn.com,,,,,2016-05-25T13:13:57-05:00
kimberely.buitron,Success,4624,CINCO-SSRV00.saturn.ext,,,,,2016-05-25T13:13:57-05:00
tamisha.trinh,Success,4648,CINCO-SSRV00.saturn.ext,,,,,2016-05-25T13:14:29-05:00
kallie.sprouse,Success,4624,SOLEIL.saturn.com,,,,,2016-05-25T13:14:38-05:00
kallie.sprouse,Success,4770,OTTAWADC.saturn.com,,,,,2016-05-25T13:14:47-05:00
eboni.folkes,Success,4634,VPM-CFDB01.saturn.int,,,,,2016-05-25T13:14:49-05:00
eboni.folkes,Success,4624,VPM-CFDB01.saturn.int,,,,,2016-05-25T13:14:50-05:00
alverta.gabriele,Success,4664,CINCO-SSRV00.saturn.ext,File,Network Shares/Corporate,,,2016-05-25T13:15:00-05:00
alta.rolston,Success,4624,NFMC.saturn.com,,,,,2016-05-25T13:15:05-05:00
lakendra.danielson,Success,4647,NFMC.saturn.com,,,,,2016-05-25T13:15:05-05:00
jeffie.job,Success,4624,SOLEIL.saturn.com,,,,,2016-05-25T13:15:05-05:00
don.maner,Success,4660,MDM-WSRV01.saturn-dev.qa,,,,,2016-05-25T13:15:06-05:00
lakendra.danielson,Success,4647,NFMC.saturn.com,,,,,2016-05-25T13:15:11-05:00
hans.czajkowski,Failure,4771,VPM-CFDB01.saturn.int,,,,,2016-05-25T13:15:16-05:00
alverta.gabriele,Success,4634,CINCO-SSRV00.saturn.ext,,,,,2016-05-25T13:15:18-05:00
don.maner,Success,4647,OTTAWADC.saturn.com,,,,,2016-05-25T13:15:19-05:00
verline.vanloan,Success,4624,SOLEIL.saturn.com,,,,,2016-05-25T13:15:25-05:00
